id,name,url,price,old_price,brand,city
2279334,"Батончик BabyFox с молочной начинкой, 45г",https://online.metro-cc.ru/products/batonchik-babyfox-s-molochnoy-nachinkoy-45g,52.9,,BABYFOX,Санкт-Петербург
11726239,"Шоколад Ritter Sport Миндаль в карамели, 100г",https://online.metro-cc.ru/products/shokolad-ritter-sport-mindal-v-karameli-100g,164.0,205.0,RITTER SPORT,Санкт-Петербург
639028909,"Шоколад Ritter Sport молочный миндальный десерт, 100г",https://online.metro-cc.ru/products/shokolad-ritter-sport-molochnyy-mindalnyy-desert-100g,164.0,199.0,RITTER SPORT,Санкт-Петербург
139408,"Шоколад Ritter Sport молочный клубника с йогуртом, 100г",https://online.metro-cc.ru/products/ritter-sport-klubnika-jogurt-100g,164.0,193.0,RITTER SPORT,Санкт-Петербург
537537554,"Шоколад Россия Щедрая душа темный цельный фундук, 85г",https://online.metro-cc.ru/products/85g-shokolad-rossiya-schedraya-dusha-temnyy-tselnyy-funduk,99.9,,РОССИЯ ЩЕДРАЯ ДУША,Санкт-Петербург
635964423,"Фигурка из темного шоколада Ацтек КФ Королевская кобра, 77г",https://online.metro-cc.ru/products/77g-shokolad-temnyy-aztec-korolevskaya-kobra-figurka,299.0,399.0,АЦТЕК КФ,Санкт-Петербург
528221,"Шоколад Merci молочный с нежной орехово-кремовой начинкой, 112г",https://online.metro-cc.ru/products/merci-molochnyj-s-orehovym-kremom-112g,225.0,248.0,MERCI,Санкт-Петербург
177614146,"Шоколад Villars мини темный и горький, 250г",https://online.metro-cc.ru/products/250g-mini-shokolad-villars-tyomnyy-i-gorkiy,1599.0,1869.0,VILLARS,Санкт-Петербург
364242,"Шоколад Kinder Chocolate молочный 8 порций, 100г x 10 шт",https://online.metro-cc.ru/products/kinder-8-porcij-100g-296922,1760.0,,KINDER,Санкт-Петербург
437767,"Шоколад Bucheron горький с фундуком, 100г",https://online.metro-cc.ru/products/bucheron-gorkij-s-fundukom-100g,349.0,359.0,BUCHERON,Санкт-Петербург
595086,"Батончик шоколадный Twix 55г х 3шт, 165г",https://online.metro-cc.ru/products/3h55g-batonchik-twix-shokoladnyj-mp,185.0,,TWIX,Санкт-Петербург
639047441,"Батончик шоколадный Ulker Albeni Super с печеньем и карамелью, 55г",https://online.metro-cc.ru/products/55g-batonchik-shokoladnyy-ulker-albeni-super-pechenekaramel-268437,49.9,,ULKER,Санкт-Петербург
605287265,"Шоколад горький Победа вкуса какао 72%, 100г",https://online.metro-cc.ru/products/100g-shokolad-gorkiy-pobeda-vkusa-72-kakao,159.0,187.0,ПОБЕДА ВКУСА,Санкт-Петербург
582889,"Шоколад The Belgian молочный без сахара, 100г",https://online.metro-cc.ru/products/the-belgian-molochnyj-bez-sahara-100g,329.0,,BELGIAN,Санкт-Петербург
236424,"Шоколад Ritter Sport молочный ром-изюм-орех, 100г",https://online.metro-cc.ru/products/ritter-sport-molochnyj-rom-izyum-oreh-100g,164.0,193.0,RITTER SPORT,Санкт-Петербург
632990485,"Шоколад белый Россия Щедрая душа шоколадные пузырьки, 75г",https://online.metro-cc.ru/products/75g-shokolad-belyy-rossiya-schedraya-dusha-shokoladnye-puzyrki,74.9,82.9,РОССИЯ ЩЕДРАЯ ДУША,Санкт-Петербург
88595,Батончик шоколадный Milky Way 26г x 36 шт,https://online.metro-cc.ru/products/milky-way-26g-30563,932.4,,MILKY WAY,Санкт-Петербург
639002763,"Шоколад Chokodelika темный с украшением Беррифест в коробке с ленточкой, 150г",https://online.metro-cc.ru/products/150g-shokolad-temnyy-chokodelika-berrifest,699.0,1069.0,CHOKODELIKA,Санкт-Петербург
248381,"Шоколад Kinder Maxi молочный с молочной начинкой, 84г",https://online.metro-cc.ru/products/molochnyj-kinder-reg-chocolate-maxi-s-molochnoj-nachinkoj-84g,159.0,,KINDER MAXI,Санкт-Петербург
122142,Батончик шоколадный Snickers 50г x 48 шт,https://online.metro-cc.ru/products/snickers-c-arahisom-505g-h-48sht,2779.2,,SNICKERS,Санкт-Петербург
121676,"Батончик шоколадный Snickers Лесной Орех, 81г x 32 шт",https://online.metro-cc.ru/products/snickers-s-lesnym-orehom-81g,3036.8,,SNICKERS,Санкт-Петербург
604904,"Батончик шоколадный Snickers Super, 80г x 32 шт",https://online.metro-cc.ru/products/80g-snickers-super-117793,3036.8,,SNICKERS,Санкт-Петербург
102718,Батончик шоколадный Milky Way 26г,https://online.metro-cc.ru/products/shokoladnyj-batonchik-milky-way-26-g,25.9,,MILKY WAY,Санкт-Петербург
